NID,Titre,URL,Organization,Produit,Problème,"Ce que vous devriez faire",Catégorie,"Classe de rappel","Dernière mise à jour",Archivé
62575,"  CHAMPIX (varenicline) — Risque posé par l’exposition à long terme à l’impureté de nitrosamine  N-nitrosovarenicline, dépassant la limite d’apport acceptable ",https://recalls-rappels.canada.ca/fr/avis-rappel/champix-varenicline-risque-pose-exposition-long-terme-impurete-nitrosamine-n,"Produits de santé commercialisés",,"Sécurité des produits",,Médicaments,,2021-06-30,0
62337,"  Santé Canada modifie l’étiquette des vaccins contre la COVID-19 d’AstraZeneca et COVISHIELD ",https://recalls-rappels.canada.ca/fr/avis-rappel/sante-canada-modifie-etiquette-vaccins-contre-covid-19-astrazeneca-et-covishield,"Direction générale des communications et des affaires publiques",,COVID,,"Vaccins et produits biologiques",,2021-06-29,0
62570,"  Vaccin d'AstraZeneca contre la COVID-19 et COVISHIELD : Risque de syndrome de fuite capillaire ",https://recalls-rappels.canada.ca/fr/avis-rappel/vaccin-astrazeneca-contre-covid-19-et-covishield-risque-syndrome-fuite-capillaire,"Produits de santé commercialisés",,"COVID - Sécurité des produits",,"Vaccins et produits biologiques",,2021-06-29,0
62603,"  Pur Naturals Liquid Vitamin D with K2; Martin Clinic Liquid Vitamin D(2021-06-29) ",https://recalls-rappels.canada.ca/fr/avis-rappel/pur-naturals-liquid-vitamin-k2-martin-clinic-liquid-vitamin-d2021-06-29,"Médicaments et produits de santé",,"Sécurité des produits",,"Produits de santé naturels","Type II",2021-06-29,0
62702,"  Rappel de Rouleaux de Printemps de marque Little Saigon en raison de la présence non déclarée de blé ",https://recalls-rappels.canada.ca/fr/avis-rappel/rappel-rouleaux-printemps-marque-little-saigon-en-raison-presence-non-declaree-ble,ACIA,,Blé,,Aliments,"Classe 2",2021-06-29,0
67847,"Numéro de rappel de Transports Canada - 2017641 - MERCEDES-BENZ",https://recalls-rappels.canada.ca/fr/avis-rappel/numero-rappel-transports-canada-2017641-mercedes-benz,TC,"Voiture rappelé par MERCEDES-BENZ","Sièges et dispositifs de retenue",,Voiture,,2021-06-29,0
62703,"  Rappel de Bleuets emballés frais de marque Dole en raison de Cyclospora ",https://recalls-rappels.canada.ca/fr/avis-rappel/rappel-bleuets-emballes-frais-marque-dole-en-raison-cyclospora-0,ACIA,,Cyclospora,,Aliments,"Classe 2",2021-06-28,0
62848,"  Cloth Face Mask with Salt Crystals (2021-06-26) ",https://recalls-rappels.canada.ca/fr/avis-rappel/cloth-face-mask-salt-crystals-2021-06-26,"Instruments médicaux",,"Matériel médical",,"Matériel médical, instruments médicaux et dispositifs médicaux","Type II",2021-06-26,0
62543,"  WPCP Ltd. rappelle un lot de cannabis séché préroulé KUSHKRAFT Hybrid Blue Iguana ",https://recalls-rappels.canada.ca/fr/avis-rappel/wpcp-ltd-rappelle-lot-cannabis-seche-preroule-kushkraft-hybrid-blue-iguana,"Substances contrôlées et du cannabis",,"Risque physique",,Cannabis,,2021-06-25,0
62553,"  Dispositif d’assistance ventriculaire HeartWare de Medtronic – Rappel en raison du risque d’événements indésirables neurologiques, de mortalité et de retard ou d’échec de redémarrage ",https://recalls-rappels.canada.ca/fr/avis-rappel/dispositif-assistance-ventriculaire-heartware-medtronic-rappel-en-raison-du-risque,"Produits de santé commercialisés",,"Matériel médical - Sécurité des produits",,"Matériel médical, instruments médicaux et dispositifs médicaux",,2021-06-25,0
62700,"  Rappel de Bleuets emballés frais de marque Dole en raison de Cyclospora ",https://recalls-rappels.canada.ca/fr/avis-rappel/rappel-bleuets-emballes-frais-marque-dole-en-raison-cyclospora,ACIA,,Cyclospora,,Aliments,"Classe 2",2021-06-25,0
62701,"  Rappel de « Halva / Halawa – Plain / Traditional » de marque Al-Rabih en raison de la bactérie Salmonella ",https://recalls-rappels.canada.ca/fr/avis-rappel/rappel-halva-halawa-plain-traditional-marque-al-rabih-en-raison-bacterie-salmonella,ACIA,,Salmonella,,Aliments,"Classe 2",2021-06-25,0
62535,"  Bouilloires Brushed Gold Kettle rappelées en raison d'un risque de brûlures ",https://recalls-rappels.canada.ca/fr/avis-rappel/bouilloires-brushed-gold-kettle-rappelees-en-raison-risque-brulures,"Sécurité des produits de consommation",,,,"Articles de maison",,2021-06-24,0
62546,"  Boule et crochet d'attelage Curt rappelés en raison de la possible séparation du véhicule remorqué ",https://recalls-rappels.canada.ca/fr/avis-rappel/boule-et-crochet-attelage-curt-rappeles-en-raison-possible-separation-du-vehicule,"Sécurité des produits de consommation",,,,Autres,,2021-06-24,0
62550,"  Charbon de bois de style thaïlandais Pok Pok Thaan rappelé en raison d'un risque de suffocation ",https://recalls-rappels.canada.ca/fr/avis-rappel/charbon-bois-style-thailandais-pok-pok-thaan-rappele-en-raison-risque-suffocation,"Sécurité des produits de consommation","Charbon de bois de style thaïlandais Pok Pok Thaan ","Étiquetage et conditionnement (emballage)","Les consommateurs doivent cesser immédiatement d’utiliser le produit et communiquer avec Knifewear Inc. pour obtenir une étiquette bilingue.Pour plus d’information, les consommateurs peuvent communiquer avec Thaan LLC par courriel à info@thaancharcoal.com Conformément à la&nbsp;Loi canadienne sur la sécurité des produits de consommation, il est interdit de redistribuer, de vendre ou même de donner les produits rappelés au Canada.Santé Canada incite les Canadiens à signaler tout incident touchant la santé ou la sécurité lié à ce produit ou à tout autre produit de consommation ou cosmétique en remplissant le&nbsp;formulaire de rapport d’incident concernant un produit de consommation.Ce rappel est également affiché sur le&nbsp;site du Portail global de l’OCDE sur les rappels de produits, qui présente d’autres renseignements sur les rappels de produit de consommation internationaux.","Produits de plein air",,2021-06-24,0
62699,"  Rappel de Drumstick Vanille et Tourbillon de Chocolat Cornets de Dessert Glacé Sans Produits Laitiers de marque Nestlé en raison de la présence non déclarée de lait ",https://recalls-rappels.canada.ca/fr/avis-rappel/rappel-drumstick-vanille-et-tourbillon-chocolat-cornets-dessert-glace-sans-produits-0,ACIA,,Lait,,Aliments,"Classe 1",2021-06-24,0
62324,"  RAPPEL ÉLARGI : Produits à base d'époxy VIA-BOND, ARMOR COAT et HOMEBOND rappelés en raison d'un étiquetage incorrect et de l'absence d'un emballage protège-enfant ",https://recalls-rappels.canada.ca/fr/avis-rappel/rappel-elargi-produits-base-epoxy-bond-armor-coat-et-homebond-rappeles-en-raison,"Sécurité des produits de consommation",,,,"Substances chimiques",,2021-06-23,0
62416,"  Rappel élargi : Produits à base d'époxy HOME-BOND et VIA-BOND rappelés en raison d'un étiquetage incorrect et de l'absence d'un emballage protège-enfant ",https://recalls-rappels.canada.ca/fr/avis-rappel/rappel-elargi-produits-base-epoxy-home-bond-et-bond-rappeles-en-raison-etiquetage,"Sécurité des produits de consommation",,,,"Substances chimiques",,2021-06-23,0
62538,"  MAKRITE 9500-N95 DISPOSABLE RESPIRATOR (2020-10-05) ",https://recalls-rappels.canada.ca/fr/avis-rappel/makrite-9500-n95-disposable-respirator-2020-10-05,"Instruments médicaux",,"Matériel médical",,"Matériel médical, instruments médicaux et dispositifs médicaux","Type II",2021-06-23,0
62539,"  Zolid gen-x D3 98X16 (2021-04-26) ",https://recalls-rappels.canada.ca/fr/avis-rappel/zolid-gen-x-d3-98x16-2021-04-26,"Instruments médicaux",,"Matériel médical",,"Matériel médical, instruments médicaux et dispositifs médicaux","Type II",2021-06-23,0
62540,"  Spectrum IQ Infusion System with Dose IQ Safety Software (2021-06-10) ",https://recalls-rappels.canada.ca/fr/avis-rappel/spectrum-iq-infusion-system-dose-iq-safety-software-2021-06-10,"Instruments médicaux",,"Matériel médical",,"Matériel médical, instruments médicaux et dispositifs médicaux","Type II",2021-06-23,0
62541,"  PATIENT DATA MODULE (2021-06-14) ",https://recalls-rappels.canada.ca/fr/avis-rappel/patient-data-module-2021-06-14,"Instruments médicaux",,"Matériel médical",,"Matériel médical, instruments médicaux et dispositifs médicaux","Type II",2021-06-23,0
62544,"  Nettoyants à grille Char-Broil et Saber rappelés en raison de l'absence d'étiquettes appropriées et de renseignements sur les dangers ",https://recalls-rappels.canada.ca/fr/avis-rappel/nettoyants-grille-char-broil-et-saber-rappeles-en-raison-absence-etiquettes-appropriees,"Sécurité des produits de consommation",,,,"Substances chimiques",,2021-06-23,0
62545,"  Rappel de tous les lots de poudre Candies BCAA Yummy Sports (toutes les saveurs) en raison de l'absence de renseignements sur l'innocuité pour les femmes enceintes et allaitantes ",https://recalls-rappels.canada.ca/fr/avis-rappel/rappel-tous-lots-poudre-candies-bcaa-yummy-sports-toutes-saveurs-en-raison-absence,"Direction générale des communications et des affaires publiques",,,,"Produits de santé naturels",,2021-06-23,0
62547,"  Continuous Positive Airway Pressure (CPAP), Bi-Level Positive Airway Pressure (BiPAP), and Mechanical Ventilators (2021-06-14) ",https://recalls-rappels.canada.ca/fr/avis-rappel/continuous-positive-airway-pressure-cpap-bi-level-positive-airway-pressure-bipap-and,"Instruments médicaux",,"Matériel médical",,"Matériel médical, instruments médicaux et dispositifs médicaux","Type I",2021-06-23,0
62548,"  Continuous Positive Airway Pressure (CPAP), Bi-Level Positive Airway Pressure (BiPAP), and Mechanical Ventilators (2021-06-14) ",https://recalls-rappels.canada.ca/fr/avis-rappel/continuous-positive-airway-pressure-cpap-bi-level-positive-airway-pressure-bipap-and-0,"Instruments médicaux",,"Matériel médical",,"Matériel médical, instruments médicaux et dispositifs médicaux","Type I",2021-06-23,0
62549,"  Répulsifs à ours rappelés en raison du mécanisme de pulvérisation qui ne fonctionne pas ",https://recalls-rappels.canada.ca/fr/avis-rappel/repulsifs-ours-rappeles-en-raison-du-mecanisme-pulverisation-qui-ne-fonctionne-pas,"Sécurité des produits de consommation",,,,Autres,,2021-06-23,0
62696,"  Rappel de tahini de marque Al-Rabih en raison de la bactérie Salmonella ",https://recalls-rappels.canada.ca/fr/avis-rappel/rappel-tahini-marque-al-rabih-en-raison-bacterie-salmonella,ACIA,,Salmonella,,Aliments,"Classe 2",2021-06-23,0
62697,"  Rappel de crevettes de Thaïlande de taille 16-20 de marque Thai Best en raison de la présence non déclarée de sulfites ",https://recalls-rappels.canada.ca/fr/avis-rappel/rappel-crevettes-thailande-taille-16-20-marque-thai-best-en-raison-presence-non,ACIA,,Sulfites,,Aliments,"Classe 1",2021-06-23,0
62698,"  Rappel de Drumstick Vanille et Tourbillon de Chocolat Cornets de Dessert Glacé Sans Produits Laitiers de marque Nestlé en raison de la présence non déclarée de lait ",https://recalls-rappels.canada.ca/fr/avis-rappel/rappel-drumstick-vanille-et-tourbillon-chocolat-cornets-dessert-glace-sans-produits,ACIA,,Lait,,Aliments,"Classe 1",2021-06-23,0
62552,"  TOBRAMYCIN INJECTION USP 40mg/ml(2021-06-21) ",https://recalls-rappels.canada.ca/fr/avis-rappel/tobramycin-injection-usp-40mgml2021-06-21,"Médicaments et produits de santé",,"Sécurité des produits",,Médicaments,"Type III",2021-06-21,0
62554,"  LUXE HEALTH HAND SANITIZER GEL (2021-06-21) ",https://recalls-rappels.canada.ca/fr/avis-rappel/luxe-health-hand-sanitizer-gel-2021-06-21,"Médicaments et produits de santé",,"Sécurité des produits - COVID",,"Produits de santé naturels","Type II",2021-06-21,0
62537,"  Rappel d’un lot de pilules contraceptives Linessa 21 en raison de comprimés manquants et mal emballés ",https://recalls-rappels.canada.ca/fr/avis-rappel/rappel-lot-pilules-contraceptives-linessa-21-en-raison-comprimes-manquants-et-mal,"Direction générale des communications et des affaires publiques",,,,Médicaments,,2021-06-19,0
62531," Mini-briquets à barbecue DUCO EDGE EASY GRIP résistant au vent rappelés en raison d'un risque d'incendie et de brûlures ",https://recalls-rappels.canada.ca/fr/avis-rappel/mini-briquets-barbecue-duco-edge-easy-grip-resistant-au-vent-rappeles-en-raison-risque,"Sécurité des produits de consommation","Mini-briquets à barbecue DUCO EDGE EASY GRIP résistant au vent.","Risque de brûlure - Risque d’incendie","Les consommateurs devraient immédiatement éliminer les briquets à barbecues rappelés ou les retourner à l’endroit où ils les ont achetés pour obtenir un remboursement.Pour obtenir de plus amples renseignements, les consommateurs peuvent communiquer avec Duco Group Incorporated par téléphone au 905-660-2292 ou par courriel : info@duco.ca. Conformément à la Loi canadienne sur la sécurité des produits de consommation, il est interdit de redistribuer, de vendre ou même de donner les produits rappelés au Canada.Santé Canada incite les Canadiens à signaler tout incident touchant la santé ou la sécurité lié à ce produit ou à tout autre produit de consommation ou cosmétique en remplissant le formulaire de rapport d'incident concernant un produit de consommation.Ce rappel est également affiché sur le site du Portail global de l'OCDE sur les rappels de produits, qui présente d’autres renseignements sur les rappels de produit de consommation internationaux.","Articles de maison",,2021-06-18,0
62542,"  LINESSA 21(2021-06-18) ",https://recalls-rappels.canada.ca/fr/avis-rappel/linessa-212021-06-18,"Médicaments et produits de santé",,"Sécurité des produits",,Médicaments,"Type I",2021-06-18,0
62551,"  PMS-RABEPRAZOLE EC(2021-06-18) ",https://recalls-rappels.canada.ca/fr/avis-rappel/pms-rabeprazole-ec2021-06-18,"Médicaments et produits de santé",,"Sécurité des produits",,Médicaments,"Type II",2021-06-18,0
62572,"  Yummy Sports BCAA (2021-06-18) ",https://recalls-rappels.canada.ca/fr/avis-rappel/yummy-sports-bcaa-2021-06-18,"Médicaments et produits de santé",,"Sécurité des produits",,"Produits de santé naturels","Type II",2021-06-18,0
62694,"  Rappel de « Turkey Breakfast Sausage » en raison de la présence non déclarée de lait ",https://recalls-rappels.canada.ca/fr/avis-rappel/rappel-turkey-breakfast-sausage-en-raison-presence-non-declaree-lait,ACIA,,Lait,,Aliments,"Classe 1",2021-06-18,0
62512,"  Advia Chemistry XPT Instrument (2021-05-25) ",https://recalls-rappels.canada.ca/fr/avis-rappel/advia-chemistry-xpt-instrument-2021-05-25,"Instruments médicaux",,"Matériel médical",,"Matériel médical, instruments médicaux et dispositifs médicaux","Type II",2021-06-17,0
62513,"  0180/OMNERA 400T (2021-05-17) ",https://recalls-rappels.canada.ca/fr/avis-rappel/0180omnera-400t-2021-05-17,"Instruments médicaux",,"Matériel médical",,"Matériel médical, instruments médicaux et dispositifs médicaux","Type II",2021-06-17,0
62514,"  ARTIS pheno (2021-05-26) ",https://recalls-rappels.canada.ca/fr/avis-rappel/artis-pheno-2021-05-26,"Instruments médicaux",,"Matériel médical",,"Matériel médical, instruments médicaux et dispositifs médicaux","Type II",2021-06-17,0
62515,"  VAMP Jr. Pressure Monitoring Kit (2021-06-01) ",https://recalls-rappels.canada.ca/fr/avis-rappel/vamp-jr-pressure-monitoring-kit-2021-06-01,"Instruments médicaux",,"Matériel médical",,"Matériel médical, instruments médicaux et dispositifs médicaux","Type II",2021-06-17,0
62516,"  OXYMASK ADULT (2021-05-20) ",https://recalls-rappels.canada.ca/fr/avis-rappel/oxymask-adult-2021-05-20,"Instruments médicaux",,"Matériel médical",,"Matériel médical, instruments médicaux et dispositifs médicaux","Type II",2021-06-17,0
62517,"  REVEAL LINQ Insertable Cardiac monitor (2021-06-02) ",https://recalls-rappels.canada.ca/fr/avis-rappel/reveal-linq-insertable-cardiac-monitor-2021-06-02,"Instruments médicaux",,"Matériel médical",,"Matériel médical, instruments médicaux et dispositifs médicaux","Type II",2021-06-17,0
